STATION,NAME,DATE,TAVG,TMAX,TMIN,TMID
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/8/1963,,3.3,-6.7,-1.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/9/1963,,2.2,-8.3,-3.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/10/1963,,8.3,-2.8,2.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/11/1963,,9.4,3.3,6.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/12/1963,,5,-1.7,1.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/13/1963,,1.7,-4.4,-1.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/14/1963,,3.9,-3.9,0
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/15/1963,,-2.8,-10,-6.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/16/1963,,-2.8,-11.7,-7.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/17/1963,,3.9,-9.4,-2.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/18/1963,,11.7,-4.4,3.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/19/1963,,2.8,0.6,1.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/20/1963,,12.8,0,6.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/21/1963,,7.8,-9.4,-0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/22/1963,,-6.1,-12.8,-9.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/23/1963,,1.1,-11.1,-5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/24/1963,,3.3,-2.2,0.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/25/1963,,7.2,-3.3,1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/26/1963,,1.7,-7.2,-2.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/27/1963,,-0.6,-10.6,-5.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/28/1963,,8.9,-0.6,4.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/1/1963,,2.8,1.1,1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/2/1963,,7.2,0,3.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/3/1963,,13.9,-2.8,5.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/4/1963,,18.9,2.2,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/5/1963,,8.3,3.9,6.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/6/1963,,12.2,3.3,7.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/7/1963,,11.7,1.7,6.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/8/1963,,13.9,1.7,7.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/9/1963,,17.2,0,8.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/10/1963,,14.4,3.3,8.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/11/1963,,4.4,-0.6,1.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/12/1963,,8.3,3.3,5.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/13/1963,,17.2,6.1,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/14/1963,,11.1,3.3,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/15/1963,,10,-1.1,4.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/16/1963,,11.7,0.6,6.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/17/1963,,25,6.1,15.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/18/1963,,16.1,7.2,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/19/1963,,7.2,2.2,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/20/1963,,13.9,3.3,8.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/21/1963,,7.2,0.6,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/22/1963,,8.9,1.1,5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/23/1963,,13.9,-0.6,6.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/24/1963,,22.8,1.1,11.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/25/1963,,26.7,8.3,17.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/26/1963,,22.2,10,16.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/27/1963,,20,7.2,13.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/28/1963,,25.6,6.1,15.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/29/1963,,20,8.3,14.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/30/1963,,30,6.7,18.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/31/1963,,21.1,11.1,16.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/1/1963,,12.8,8.3,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/2/1963,,31.7,11.1,21.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/3/1963,,30.6,14.4,22.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/4/1963,,24.4,7.8,16.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/5/1963,,15.6,5.6,10.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/6/1963,,17.8,3.3,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/7/1963,,21.1,8.3,14.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/8/1963,,17.2,4.4,10.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/9/1963,,12.8,8.3,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/10/1963,,10.6,3.3,6.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/11/1963,,15.6,5.6,10.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/12/1963,,17.8,6.7,12.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/13/1963,,17.8,7.8,12.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/14/1963,,19.4,7.8,13.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/15/1963,,17.8,7.2,12.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/16/1963,,19.4,3.9,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/17/1963,,17.8,11.1,14.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/18/1963,,30,12.8,21.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/19/1963,,31.1,12.2,21.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/20/1963,,28.3,15,21.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/21/1963,,27.2,11.7,19.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/22/1963,,22.8,12.2,17.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/23/1963,,21.1,8.3,14.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/24/1963,,14.4,5.6,10
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/25/1963,,16.7,6.1,11.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/26/1963,,20,4.4,12.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/27/1963,,21.1,6.1,13.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/28/1963,,20.6,7.8,14.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/29/1963,,17.2,6.1,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/30/1963,,23.9,10.6,17.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/1/1963,,10.6,5,7.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/2/1963,,20,5,12.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/3/1963,,25.6,5,15.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/4/1963,,29.4,9.4,19.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/5/1963,,30.6,12.2,21.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/6/1963,,23.3,14.4,18.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/7/1963,,24.4,12.8,18.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/8/1963,,31.7,15,23.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/9/1963,,35.6,19.4,27.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/10/1963,,35,18.9,26.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/11/1963,,18.9,10,14.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/12/1963,,17.2,7.2,12.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/13/1963,,20.6,8.3,14.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/14/1963,,26.1,12.8,19.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/15/1963,,23.3,12.8,18.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/16/1963,,23.9,14.4,19.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/17/1963,,21.7,13.9,17.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/18/1963,,25,16.7,20.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/19/1963,,28.9,14.4,21.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/20/1963,,27.2,16.1,21.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/21/1963,,17.8,12.8,15.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/22/1963,,23.3,13.3,18.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/23/1963,,17.8,10.6,14.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/24/1963,,19.4,6.1,12.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/25/1963,,22.8,8.3,15.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/26/1963,,22.8,13.9,18.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/27/1963,,21.1,15,18.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/28/1963,,22.2,15.6,18.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/29/1963,,24.4,18.3,21.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/30/1963,,26.7,16.1,21.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/31/1963,,26.7,15,20.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/1/1964,,2.8,-4.4,-0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/2/1964,,8.9,-1.7,3.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/3/1964,,17.2,1.1,9.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/4/1964,,10,1.7,5.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/5/1964,,12.2,-2.8,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/6/1964,,11.7,-1.1,5.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/7/1964,,10,-0.6,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/8/1964,,5,-3.9,0.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/9/1964,,10.6,2.2,6.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/10/1964,,7.8,-3.3,2.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/11/1964,,3.9,-6.1,-1.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/12/1964,,-2.2,-8.3,-5.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/13/1964,,-5.6,-7.8,-6.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/14/1964,,-5,-11.1,-8.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/15/1964,,-1.1,-13.9,-7.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/16/1964,,5,-11.7,-3.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/17/1964,,4.4,-8.3,-1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/18/1964,,7.8,-7.8,0
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/19/1964,,8.3,-7.2,0.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/20/1964,,6.7,1.1,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/21/1964,,15,4.4,9.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/22/1964,,15,1.1,8.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/23/1964,,13.3,-1.1,6.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/24/1964,,13.3,-0.6,6.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/25/1964,,18.3,4.4,11.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/26/1964,,13.3,1.7,7.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/27/1964,,11.7,0,5.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/28/1964,,6.7,-2.2,2.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/29/1964,,3.9,-5.6,-0.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/30/1964,,10,-2.2,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/31/1964,,4.4,-3.3,0.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/1/1964,,8.9,2.2,5.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/2/1964,,10,2.2,6.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/3/1964,,6.7,-2.8,1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/4/1964,,11.7,-3.9,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/5/1964,,17.8,-1.1,8.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/6/1964,,10.6,4.4,7.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/7/1964,,14.4,5,9.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/8/1964,,6.7,-1.1,2.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/9/1964,,8.3,-2.8,2.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/10/1964,,6.7,-1.7,2.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/11/1964,,-1.1,-4.4,-2.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/12/1964,,3.9,-6.7,-1.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/13/1964,,6.1,-5.6,0.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/14/1964,,7.8,0,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/15/1964,,3.9,-3.3,0.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/16/1964,,7.2,0.6,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/17/1964,,7.2,-3.9,1.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/18/1964,,3.3,-0.6,1.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/19/1964,,4.4,0.6,2.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/20/1964,,6.7,-0.6,3.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/21/1964,,5,-2.2,1.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/22/1964,,2.2,-4.4,-1.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/23/1964,,3.3,-7.2,-1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/24/1964,,9.4,-2.8,3.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/25/1964,,3.9,-4.4,-0.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/26/1964,,16.1,-2.2,6.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/27/1964,,4.4,-2.2,1.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/28/1964,,5.6,-3.3,1.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/29/1964,,8.3,-1.7,3.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/1/1964,,12.2,0,6.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/2/1964,,17.8,1.1,9.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/3/1964,,10,6.7,8.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/4/1964,,10,6.1,8.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/5/1964,,25,7.8,16.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/6/1964,,13.9,3.3,8.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/7/1964,,16.7,2.8,9.75
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/8/1964,,13.3,3.3,8.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/9/1964,,26.7,8.3,17.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/10/1964,,25,3.9,14.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/11/1964,,10.6,1.1,5.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/12/1964,,9.4,1.1,5.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/13/1964,,11.7,0,5.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/14/1964,,15.6,3.3,9.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/15/1964,,16.1,3.9,10
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/16/1964,,18.3,2.2,10.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/17/1964,,20.6,6.1,13.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/18/1964,,7.2,-2.8,2.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/19/1964,,11.1,-1.7,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/20/1964,,10,1.7,5.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/21/1964,,5.6,1.1,3.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/22/1964,,10.6,0.6,5.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/23/1964,,13.3,0.6,6.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/24/1964,,21.1,1.7,11.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/25/1964,,23.3,8.9,16.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/26/1964,,25.6,5,15.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/27/1964,,15,1.7,8.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/28/1964,,16.7,3.3,10
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/29/1964,,12.2,2.2,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/30/1964,,5.6,-1.7,1.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/31/1964,,6.1,-5,0.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/1/1964,,6.7,0,3.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/2/1964,,7.8,-0.6,3.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/3/1964,,23.3,2.8,13.05
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/4/1964,,11.1,-1.1,5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/5/1964,,15,0,7.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/6/1964,,8.3,3.9,6.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/7/1964,,17.8,7.8,12.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/8/1964,,16.7,6.7,11.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/9/1964,,15.6,4.4,10
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/10/1964,,19.4,1.7,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/11/1964,,18.9,4.4,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/12/1964,,22.2,5.6,13.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/13/1964,,20.6,11.7,16.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/14/1964,,20,14.4,17.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/15/1964,,21.1,11.1,16.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/16/1964,,19.4,3.9,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/17/1964,,31.7,10.6,21.15
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/18/1964,,31.7,12.8,22.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/19/1964,,24.4,13.3,18.85
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/20/1964,,14.4,8.3,11.35
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/21/1964,,9.4,7.2,8.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/22/1964,,16.7,7.2,11.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/23/1964,,24.4,8.9,16.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/24/1964,,22.2,8.9,15.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/25/1964,,16.1,5,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/26/1964,,19.4,5,12.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/27/1964,,18.9,4.4,11.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/28/1964,,20,12.8,16.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/29/1964,,13.3,7.8,10.55
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/30/1964,,11.7,7.2,9.45
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/1/1964,,12.2,8.3,10.25
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/2/1964,,16.7,6.7,11.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/3/1964,,17.8,7.2,12.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/4/1964,,23.9,8.9,16.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/5/1964,,23.9,10,16.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/6/1964,,23.9,10,16.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/7/1964,,28.3,11.1,19.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/8/1964,,32.2,15.6,23.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/9/1964,,33.9,19.4,26.65
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/10/1964,,28.9,18.9,23.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/11/1964,,28.3,13.9,21.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/12/1964,,27.8,15.6,21.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/13/1964,,26.1,17.8,21.95
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/14/1964,,22.8,12.2,17.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/15/1964,,20,8.9,14.45
