STATION,NAME,DATE,TAVG,TMAX,TMIN,TMID
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/1/1937,6.7,,,6.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/2/1937,4.3,,,4.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/3/1937,8.7,,,8.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/4/1937,3.7,,,3.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/5/1937,1,,,1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/6/1937,2.9,,,2.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/7/1937,5.4,,,5.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/8/1937,13.8,,,13.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/9/1937,19.6,,,19.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/10/1937,7.2,,,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/11/1937,3.2,,,3.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/12/1937,8.5,,,8.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/13/1937,6.7,,,6.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/14/1937,14.2,,,14.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/15/1937,15.3,,,15.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/16/1937,5.6,,,5.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/17/1937,2.2,,,2.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/18/1937,13.6,,,13.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/19/1937,6.2,,,6.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/20/1937,1.6,,,1.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/21/1937,7.9,,,7.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/22/1937,17.3,,,17.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/23/1937,4.3,,,4.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/24/1937,2.6,,,2.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/25/1937,11.9,,,11.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/26/1937,6.9,,,6.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/27/1937,1.6,,,1.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/28/1937,2.4,,,2.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/29/1937,5.7,,,5.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/30/1937,4.8,,,4.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/31/1937,4.6,,,4.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/1/1937,7.2,,,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/2/1937,-1.3,,,-1.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/3/1937,-0.9,,,-0.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/4/1937,-1.2,,,-1.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/5/1937,-0.2,,,-0.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/6/1937,0.8,,,0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/7/1937,5.3,,,5.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/8/1937,6.2,,,6.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/9/1937,13.9,,,13.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/10/1937,2.3,,,2.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/11/1937,-1.9,,,-1.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/12/1937,6.6,,,6.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/13/1937,9.6,,,9.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/14/1937,7.9,,,7.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/15/1937,6,,,6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/16/1937,1.9,,,1.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/17/1937,0.4,,,0.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/18/1937,1.5,,,1.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/19/1937,6.9,,,6.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/20/1937,3.9,,,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/21/1937,10.4,,,10.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/22/1937,5.3,,,5.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/23/1937,4.8,,,4.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/24/1937,0.9,,,0.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/25/1937,-0.3,,,-0.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/26/1937,-0.2,,,-0.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/27/1937,2.4,,,2.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/28/1937,-3.1,,,-3.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/1/1937,3.1,,,3.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/2/1937,5.9,,,5.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/3/1937,8.7,,,8.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/4/1937,12,,,12
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/5/1937,9.3,,,9.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/6/1937,13.3,,,13.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/7/1937,7.1,,,7.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/8/1937,7.7,,,7.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/9/1937,5.5,,,5.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/10/1937,0.7,,,0.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/11/1937,1.3,,,1.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/12/1937,3.2,,,3.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/13/1937,2.4,,,2.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/14/1937,0.1,,,0.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/15/1937,0.5,,,0.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/16/1937,0.7,,,0.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/17/1937,4.2,,,4.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/18/1937,6.6,,,6.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/19/1937,10.4,,,10.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/20/1937,12.9,,,12.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/21/1937,10.5,,,10.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/22/1937,8.2,,,8.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/23/1937,10.6,,,10.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/24/1937,10.3,,,10.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/25/1937,16.5,,,16.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/26/1937,2.4,,,2.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/27/1937,3.6,,,3.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/28/1937,4.5,,,4.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/29/1937,7.8,,,7.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/30/1937,9.1,,,9.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/31/1937,11.3,,,11.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/1/1937,12.2,,,12.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/2/1937,14.9,,,14.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/3/1937,11.6,,,11.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/4/1937,9.4,,,9.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/5/1937,13.8,,,13.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/6/1937,18.9,,,18.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/7/1937,10.4,,,10.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/8/1937,12.8,,,12.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/9/1937,9.9,,,9.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/10/1937,6.8,,,6.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/11/1937,7.1,,,7.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/12/1937,10.2,,,10.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/13/1937,14.4,,,14.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/14/1937,18.9,,,18.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/15/1937,18,,,18
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/16/1937,10.3,,,10.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/17/1937,14.9,,,14.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/18/1937,24.4,,,24.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/19/1937,19.7,,,19.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/20/1937,21.9,,,21.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/21/1937,12.9,,,12.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/22/1937,19.5,,,19.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/23/1937,15.2,,,15.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/24/1937,9.8,,,9.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/25/1937,8.6,,,8.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/26/1937,9.4,,,9.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/27/1937,14.6,,,14.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/28/1937,14.1,,,14.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/29/1937,16.9,,,16.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/30/1937,15.7,,,15.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/1/1937,17,,,17
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/2/1937,19.9,,,19.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/3/1937,18.3,,,18.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/4/1937,20.4,,,20.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/5/1937,22.2,,,22.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/6/1937,20.4,,,20.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/7/1937,18.6,,,18.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/8/1937,16.8,,,16.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/9/1937,18.3,,,18.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/10/1937,16.5,,,16.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/11/1937,17.9,,,17.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/12/1937,21.8,,,21.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/13/1937,25.8,,,25.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/14/1937,16.7,,,16.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/15/1937,17.6,,,17.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/16/1937,18.9,,,18.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/17/1937,22.2,,,22.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/18/1937,19.9,,,19.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/19/1937,18.4,,,18.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/20/1937,16.5,,,16.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/21/1937,22.3,,,22.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/22/1937,26.9,,,26.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/23/1937,24.2,,,24.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/24/1937,23.5,,,23.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/25/1937,24.8,,,24.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/26/1937,25.1,,,25.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/27/1937,28.7,,,28.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/28/1937,24.5,,,24.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/29/1937,24.2,,,24.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/30/1937,25.9,,,25.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/31/1937,26.8,,,26.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/1/1938,6.4,,,6.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/2/1938,6.6,,,6.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/3/1938,2.7,,,2.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/4/1938,1.5,,,1.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/5/1938,2.8,,,2.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/6/1938,3.3,,,3.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/7/1938,7.8,,,7.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/8/1938,2.3,,,2.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/9/1938,-1.3,,,-1.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/10/1938,-1.8,,,-1.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/11/1938,0.8,,,0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/12/1938,1.9,,,1.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/13/1938,2.8,,,2.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/14/1938,-0.1,,,-0.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/15/1938,0.1,,,0.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/16/1938,-0.6,,,-0.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/17/1938,3.2,,,3.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/18/1938,0.3,,,0.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/19/1938,-4.6,,,-4.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/20/1938,-2.6,,,-2.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/21/1938,0.4,,,0.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/22/1938,3.4,,,3.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/23/1938,4.3,,,4.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/24/1938,4.8,,,4.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/25/1938,11.8,,,11.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/26/1938,-0.4,,,-0.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/27/1938,-5,,,-5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/28/1938,-4.9,,,-4.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/29/1938,-2.6,,,-2.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/30/1938,7.2,,,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/31/1938,9.1,,,9.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/1/1938,-0.9,,,-0.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/2/1938,-0.3,,,-0.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/3/1938,3.9,,,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/4/1938,6.5,,,6.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/5/1938,4.7,,,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/6/1938,10.2,,,10.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/7/1938,11.6,,,11.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/8/1938,5.7,,,5.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/9/1938,7.6,,,7.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/10/1938,12.9,,,12.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/11/1938,1,,,1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/12/1938,1.4,,,1.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/13/1938,6.2,,,6.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/14/1938,11.9,,,11.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/15/1938,3.9,,,3.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/16/1938,0.8,,,0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/17/1938,0.6,,,0.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/18/1938,11.8,,,11.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/19/1938,14.4,,,14.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/20/1938,5.1,,,5.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/21/1938,2.4,,,2.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/22/1938,1.2,,,1.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/23/1938,5.5,,,5.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/24/1938,4.7,,,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/25/1938,0.6,,,0.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/26/1938,1.2,,,1.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/27/1938,4.5,,,4.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/28/1938,-0.8,,,-0.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/1/1938,1.6,,,1.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/2/1938,7.9,,,7.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/3/1938,7.9,,,7.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/4/1938,-2.1,,,-2.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/5/1938,7.2,,,7.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/6/1938,12,,,12
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/7/1938,5.3,,,5.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/8/1938,7.8,,,7.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/9/1938,6.9,,,6.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/10/1938,3.2,,,3.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/11/1938,2.3,,,2.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/12/1938,8.2,,,8.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/13/1938,12.4,,,12.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/14/1938,11.6,,,11.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/15/1938,4.3,,,4.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/16/1938,4.6,,,4.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/17/1938,9.3,,,9.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/18/1938,9.2,,,9.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/19/1938,10.6,,,10.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/20/1938,15.9,,,15.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/21/1938,17.4,,,17.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/22/1938,16.8,,,16.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/23/1938,20.8,,,20.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/24/1938,16.4,,,16.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/25/1938,9.1,,,9.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/26/1938,11.1,,,11.1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/27/1938,10.9,,,10.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/28/1938,9.4,,,9.4
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/29/1938,9.7,,,9.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/30/1938,13.2,,,13.2
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/31/1938,14.9,,,14.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/1/1938,16.6,,,16.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/2/1938,9.8,,,9.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/3/1938,6.8,,,6.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/4/1938,9,,,9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/5/1938,9.7,,,9.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/6/1938,6.9,,,6.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/7/1938,3.3,,,3.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/8/1938,4.7,,,4.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/9/1938,7.7,,,7.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/10/1938,6.5,,,6.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/11/1938,8.7,,,8.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/12/1938,14.8,,,14.8
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/13/1938,16.7,,,16.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/14/1938,19.3,,,19.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/15/1938,21.3,,,21.3
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/16/1938,17.5,,,17.5
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/17/1938,12.9,,,12.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/18/1938,17.7,,,17.7
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/19/1938,18.9,,,18.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/20/1938,20.9,,,20.9
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/21/1938,19.6,,,19.6
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/22/1938,16.4,,,16.4
